text,true_label,predicted_label
really glad i dont have to study constitutional law from a constitutional lawyer.,1,0
your right marco,1,1
in ky never or tom,1,1
"keep fighting, sir!",1,1
no you need to get obama out of office,1,1
"we would not have the freedoms we have today, without our soldiers!",1,1
"if christ taught us anything it was to love one another, to be even as he was... are we americans before christians or are we christians above all else?",1,0
zero impeached rep,1,1
why thune would help cut their ratings by being on that loser network is because then the brainwashed msnbc people can see a reasonable guy (thune in this case) and realize msnbc is just out to prop up guys like obama and trip up anyone else.,1,1
if we give all the money to govt leaders then the job would be done.,1,1
i liked ron paul and even voted for him... but i lost all respect for him now.,1,1
boehner won't do anything.,1,1
at least you're not out spending our money on golf games.,1,1
thanks mike for all you have done for us,1,0
"it's what you are paid to do, so just put your views and partisanship on the back burner and vote no to devos.",1,0
"there are a precious few who stand with we, the people, in congress anymore and would take a stand to get rid of obamacare.",1,1
"god bless this country, and you mr.",1,0
if both parties and the president cared about closing the border and sending illegal immigrants home it would have been done already.,1,0
he'll veto.,1,1
sc will truly miss him!!!!!,1,0
this election is not a vote for republicans mr. ryan!,1,1
he has an agenda not his own!,1,1
"i just called dan coat's office and urged him to support ron paul's audit the fed bill and also rand paul's bill to cut aid to pakistan, egypt and libya.",1,1
so it would be inconvenient if you don't do what potus says?,1,1
he wants us completely dependent on government.,1,1
this president needs to go!!!!,1,1
"that he is resigning tomorrow morning, the man doesn't care about the citizens of the united states of america except how much money he can spend and how much damage he can accomplish",1,0
we must cut spending!,1,1
"i don't know who our next president should be, but it should be someone with morals and enough backbone to stand up to people who don't believe in christian values.",1,1
please sir get obamacare defunded and please start the procedure for impeachment of obama,1,1
"yes, obama's overreach is that serious.",1,0
"merry christmas to you and yours, dr. c",1,0
"hear you and ryan are gonna cave on the budget tomorrow.... hope none of those ""refugees"" hurts any americans because the blood will be on your hands!!!",1,1
looks like congress got a pay raise.,1,1
"all people in our country if we all don't take our stand and remove obama from office then we arn't doing our part.please people wake up and lets get help to remove o'bama, we did nixio, and hes 100 times worse than nixon ever was.",1,1
"some of us belive in what you are trying to do, i just wish their were more in congress were like you sir.",1,0
"i thought i voted for you to stop the spending, mr. walberg.",1,1
"my congressman, luke messer disappointed many of us today... you did not.",1,0
it's past time to start impeachment for any politician that fails to uphold their oath to protect and defend the constitution!,1,0
"john mccain is a patriot, he served his country with honor.",1,0
"mcclintock if you expect the gop to be any thing in the next election, except a distant memory you and the rest better get your butt's out of your seats and do something, i will not be voting for you again unless you and the rest start doing something.",1,1
"obama needs to go and take all of the illegals with him, since he loves them so.",1,1
we are your constituents and we will certainly remember how you vote on mrs. devos.,1,0
"you ain't seen nothin yet, mia.",1,1
great to hear lee!,1,0
shouldn't they take up the house bills just to defeat them and send a message?,1,0
"with the help of people like isakson, the cr easily passed cloture, allowing harry reid to introduce an amendment restoring funding for obamacare now know as isaksoncare.",1,0
use this time to push for impeachment.,1,0
you would call colin powell a communist because he supported obama and his ideas for president.,1,0
"go mia, we stand with trey gowdy!",1,1
just say no,1,1
yes we need to stop sending money or goods to these countries soon we are going to be worst off than them do you think they will send us anything?,1,1
i pray you will still vote for donald trump.,1,1
i'm all for religious freedom!,1,1
"screw them rand, you stood up, more than most!",1,1
"i wish that your dad had been the nominee, rand.",1,1
"the assistance we sent (2011) to afghanistan, israel, iraq, pakistan, egypt, haiti, kenya, jordan and south africa alone is over $25 billion.",1,0
liberty is liberty.,1,1
i will never forget your vote to repeal dadt.,1,1
mccain warned us abot fannie mae and freddy mac ten years ago!,1,1
"as much as i dislike and distust mr obama, there were some valid ideas in his ""new plan"".",1,0
"stop sending our money to foreign countries, taking money from americans, borrowing then sending it to foreign countries and supporting illgals.",1,1
tom i thought you were going to be different and really support freedom in sc but you've done nothing either.,1,0
about time mccain sounded republican,1,1
